ilan_No;ilan_tarihi;marka;seri;model;yil;yakit;vites;km;renk;motor_gucu;motor_hacim;kasa_tipi;fiyat
672767839;16.03.2019;BMW;3;320d Standart ;2010;1;0;230.000;2;177;1995;sedan;90.500
671626694;13.03.2019;BMW;3;320d Standart ;2013;1;0;120.000;1;184;1995;sedan;141.900
628429770;01.03.2019;BMW;3;320d Standart ;2004;1;0;230.000;3;150;2000;sedan;65.500
  664465457;23.02.2019;BMW;3;320d Standart ;2013;1;0;100.000;1;184;1995;sedan;165.000
674113721;20.03.2019;BMW;3;320d Standart ;2006;1;0;214.000;2;163;1995;sedan;75.000
674172699;20.03.2019;BMW;3;320d Standart ;2000;1;1;310.000;3;136;1951;sedan;45.000
662024359;19.03.2019;BMW;3;320d Standart ;2007;1;0;288.000;2;163;1995;sedan;82.000
555725298;19.03.2019;BMW;3;320d Standart ;2012;1;0;87.000;1;184;1995;sedan;131.000
674025508;19.03.2019;BMW;3;320d Standart ;2001;1;0;290.000;2;150;1995;sedan;43.500
674013015;19.03.2019;BMW;3;320d Standart ;2010;1;0;105.000;1;184;1995;sedan;95.900
670726317;19.03.2019;BMW;3;320d Standart ;2008;1;0;278.000;2;177;1995;sedan;65.000
673948811;19.03.2019;BMW;3;320d Standart ;2001;1;0;360.000;8;150;1995;sedan;49.500
673946540;19.03.2019;BMW;3;320d Standart ;2012;1;0;151.000;1;184;1995;sedan;139.900
673901075;19.03.2019;BMW;3;320d Standart ;2004;1;0;226.000;5;150;1995;sedan;55.000
625246327;19.03.2019;BMW;3;320d Standart ;2013;1;0;46.000;1;184;1995;sedan;181.000
670885790;19.03.2019;BMW;3;320d Standart ;2006;1;0;224.000;7;163;1995;sedan;80.000
616396220;19.03.2019;BMW;3;320d Standart ;2006;1;0;310.000;2;163;1995;sedan;71.500
673680617;19.03.2019;BMW;3;320d Standart ;2005;1;0;251.000;2;163;1995;sedan;79.500
673713709;19.03.2019;BMW;3;320d Standart ;2004;1;0;282.000;4;150;1995;sedan;64.500
674022515;19.03.2019;BMW;3;320d Standart ;2011;1;0;367.000;1;184;1995;sedan;69.000
659516318;18.03.2019;BMW;3;320d Standart ;2006;1;0;230.000;2;163;1995;sedan;56.500
673643495;18.03.2019;BMW;3;320d Standart ;2002;1;0;226.412;5;150;1995;sedan;45.600
663243967;18.03.2019;BMW;3;320d Standart ;2006;1;0;266.400;2;163;1995;sedan;68.000
673508507;18.03.2019;BMW;3;320d Standart ;2008;1;0;280.000;2;177;1995;sedan;73.900
660719851;18.03.2019;BMW;3;320d Standart ;2001;1;1;380.000;3;150;1995;sedan;38.000
673531412;18.03.2019;BMW;3;320d Standart ;2009;1;0;165.500;1;177;1995;sedan;144.500
617864577;18.03.2019;BMW;3;320d Standart ;2010;1;0;300.000;2;184;1995;sedan;83.500
673502304;18.03.2019;BMW;3;320d Standart ;2005;1;0;320.000;6;163;1995;sedan;57.800
673491612;18.03.2019;BMW;3;320d Standart ;2006;1;0;380.000;7;163;1995;sedan;64.250
674274845;20.03.2019;BMW;3;320d Standart ;2000;1;0;290.000;6;136;1951;sedan;48.000
674284130;20.03.2019;BMW;3;320d Standart ;2012;1;0;225.000;2;184;1995;sedan;111.000
570284748;18.03.2019;BMW;3;320d Standart ;2010;1;0;77.000;1;177;1995;sedan;95.900
569852532;20.03.2019;BMW;3;320d Standart ;2005;1;0;315.000;3;163;1995;sedan;65.000
674117939;20.03.2019;BMW;3;320d Standart ;2000;1;0;170.000;2;136;1995;sedan;53.000
637635287;20.03.2019;BMW;3;320d Standart ;2011;1;0;209.000;2;184;1995;sedan;85.500
674067446;19.03.2019;BMW;3;320d Standart ;2005;1;0;169.000;2;150;1995;sedan;62.500
674081373;19.03.2019;BMW;3;320d Standart ;2005;1;0;276.000;5;163;1995;sedan;66.000
674024398;19.03.2019;BMW;3;320d Standart ;2006;1;0;270.000;2;163;1995;sedan;62.750
674070223;19.03.2019;BMW;3;320d Standart ;2008;1;0;230.000;7;175;2000;sedan;70.000
673197496;17.03.2019;BMW;3;320d Standart ;1998;1;1;214.000;2;136;1951;sedan;50.000
673982168;19.03.2019;BMW;3;320d Standart ;2004;1;0;395.000;8;150;1995;sedan;57.000
607846531;17.03.2019;BMW;3;320d Standart ;2010;1;0;143.000;2;184;1995;sedan;85.000
673944409;19.03.2019;BMW;3;320d Standart ;2006;1;0;321.000;5;163;1995;sedan;82.500
673941958;19.03.2019;BMW;3;320d Standart ;1999;1;0;235.000;2;136;1951;sedan;46.500
673122492;17.03.2019;BMW;3;320d Standart ;2010;1;0;235.000;6;177;1995;sedan;129.000
635538347;17.03.2019;BMW;3;320d Standart ;2005;1;0;309.000;2;150;1995;sedan;74.200
673666093;19.03.2019;BMW;3;320d Standart ;2007;1;0;177.800;2;163;1995;sedan;83.000
672918553;17.03.2019;BMW;3;320d Standart ;2006;1;0;248.000;2;163;1995;sedan;69.000
673704756;19.03.2019;BMW;3;320d Standart ;2002;1;0;210.000;6;150;1995;sedan;52.500
553524436;19.03.2019;BMW;3;320d Standart ;2004;1;0;213.000;3;150;1995;sedan;66.900
673680050;18.03.2019;BMW;3;320d Standart ;2009;1;0;189.000;1;177;1995;sedan;142.500
670402480;16.03.2019;BMW;3;320d Standart ;2009;1;0;243.600;2;177;1995;sedan;106.000
672903843;16.03.2019;BMW;3;320d Standart ;2006;1;0;250.000;2;163;1995;sedan;82.500
673273477;17.03.2019;BMW;3;320d Standart ;2006;1;0;260.000;9;163;1995;sedan;62.500
673680212;18.03.2019;BMW;3;320d Standart ;2006;1;0;223.000;2;163;1995;sedan;72.500
662068390;18.03.2019;BMW;3;320d Standart ;2010;1;0;56.000;1;184;1995;sedan;125.250
574800709;18.03.2019;BMW;3;320d Standart ;2008;1;0;179.000;2;200;2000;sedan;71.000
673204438;17.03.2019;BMW;3;320d Standart ;2006;1;0;140.000;7;163;1995;sedan;82.500
673202206;17.03.2019;BMW;3;320d Standart ;2006;1;0;223.000;2;163;1995;sedan;83.750
672828385;16.03.2019;BMW;3;320d Standart ;2006;1;0;270.000;7;163;1995;sedan;75.000
644067832;18.03.2019;BMW;3;320d Standart ;2006;1;1;263.000;8;163;1995;sedan;57.900
625707102;16.03.2019;BMW;3;320d Standart ;2008;1;0;222.000;1;177;1995;sedan;96.000
636285306;18.03.2019;BMW;3;320d Standart ;2010;1;0;250.000;2;177;1995;sedan;109.000
672704476;16.03.2019;BMW;3;320d Standart ;2006;1;0;216.000;2;163;1995;sedan;75.500
600415547;16.03.2019;BMW;3;320d Standart ;2003;1;0;246.000;2;150;1995;sedan;56.750
570297658;18.03.2019;BMW;3;320d Standart ;2006;1;0;199.000;2;163;1995;sedan;78.000
621837845;18.03.2019;BMW;3;320d Standart ;2005;1;0;320.000;6;163;1995;sedan;53.000
639101677;16.03.2019;BMW;3;320d Standart ;2008;1;0;167.000;2;177;1995;sedan;95.000
673427395;18.03.2019;BMW;3;320d Standart ;2000;1;1;236.000;5;136;1951;sedan;44.000
660352776;20.03.2019;BMW;3;320d Standart ;2009;1;0;94.000;2;177;1995;sedan;102.500
673254407;17.03.2019;BMW;3;320d Standart ;2002;1;0;269.000;4;150;1995;sedan;56.750
672387024;15.03.2019;BMW;3;320d Standart ;2005;1;0;333.500;2;125;2000;sedan;57.000
672345123;15.03.2019;BMW;3;320d Standart ;2006;1;0;270.000;2;163;1995;sedan;70.000
674063248;19.03.2019;BMW;3;320d Standart ;2006;1;0;290.000;2;163;1995;sedan;72.000
672852071;16.03.2019;BMW;3;320d Standart ;2006;1;0;277.000;2;163;1995;sedan;69.700
673195533;17.03.2019;BMW;3;320d Standart ;2013;1;0;125.000;1;184;1995;sedan;149.000
673182385;17.03.2019;BMW;3;320d Standart ;2006;1;0;235.000;7;163;1995;sedan;69.500
635614260;17.03.2019;BMW;3;320d Standart ;2013;1;0;148.000;1;184;1995;sedan;136.950
673101935;17.03.2019;BMW;3;320d Standart ;2006;1;0;258.000;2;163;1995;sedan;68.000
648460811;18.03.2019;BMW;3;320d Standart ;2006;1;0;280.000;2;163;1995;sedan;71.900
672714459;16.03.2019;BMW;3;320d Standart ;2012;1;0;197.000;1;184;1995;sedan;126.000
674310812;20.03.2019;BMW;3;320d Standart ;2015;1;0;187.000;2;184;1995;sedan;139.000
565872808;17.03.2019;BMW;3;320d Standart ;2011;1;0;138.420;1;200;2000;sedan;150.000
660796289;18.03.2019;BMW;3;320d Standart ;2003;1;0;380.000;2;150;1995;sedan;44.900
673073034;17.03.2019;BMW;3;320d Standart ;2013;1;0;100.000;1;184;1995;sedan;165.000
672220810;15.03.2019;BMW;3;320d Standart ;2007;1;0;296.000;2;163;1995;sedan;72.500
672030560;14.03.2019;BMW;3;320d Standart ;2002;1;0;315.000;6;150;1995;sedan;39.000
672019848;14.03.2019;BMW;3;320d Standart ;2001;1;0;282.000;1;175;2000;sedan;46.500
671957890;14.03.2019;BMW;3;320d Standart ;2006;1;0;250.000;6;163;1995;sedan;78.000
672787729;16.03.2019;BMW;3;320d Standart ;2006;1;0;210.000;2;163;1995;sedan;63.250
672710449;16.03.2019;BMW;3;320d Standart ;1999;1;1;230.000;6;136;1951;sedan;38.000
661586772;18.03.2019;BMW;3;320d Standart ;2006;1;0;300.000;6;163;1995;sedan;55.000
671835315;14.03.2019;BMW;3;320d Standart ;2003;1;0;278.000;7;150;1995;sedan;53.950
651600202;14.03.2019;BMW;3;320d Standart ;2005;1;0;298.000;2;163;1995;sedan;69.250
614411464;16.03.2019;BMW;3;320d Standart ;2015;1;0;72.000;1;184;1995;sedan;163.000
674226457;20.03.2019;BMW;3;320d Standart ;2010;1;0;292.000;1;177;1995;sedan;89.500
672509793;16.03.2019;BMW;3;320d Standart ;2004;1;0;257.000;7;150;1995;sedan;55.950
637899991;14.03.2019;BMW;3;320d Standart ;2009;1;0;199.000;1;177;1995;sedan;103.000
673284196;17.03.2019;BMW;3;320d Standart ;2006;1;0;275.000;2;163;1995;sedan;72.500
671668185;13.03.2019;BMW;3;320d Standart ;2013;1;0;128.000;2;184;1995;sedan;137.000
672483751;15.03.2019;BMW;3;320d Standart ;2005;1;0;240.000;2;163;1995;sedan;59.500
671615624;13.03.2019;BMW;3;320d Standart ;2005;1;0;310.000;2;150;1995;sedan;63.000
646619169;14.03.2019;BMW;3;320d Standart ;2003;1;0;250.000;5;150;1995;sedan;45.750
671573139;13.03.2019;BMW;3;320d Standart ;2006;1;0;228.000;2;163;1995;sedan;80.250
672337875;15.03.2019;BMW;3;320d Standart ;2014;1;0;57.000;1;184;1995;sedan;170.000
637520963;19.03.2019;BMW;3;320d Standart ;2005;1;0;323.000;2;175;1995;sedan;65.000
666776214;13.03.2019;BMW;3;320d Standart ;2006;1;0;260.000;2;175;1995;sedan;71.250
671484343;15.03.2019;BMW;3;320d Standart ;2005;1;0;258.983;2;163;1995;sedan;71.000
671464500;13.03.2019;BMW;3;320d Standart ;2005;1;0;288.000;2;150;1995;sedan;48.000
672251601;15.03.2019;BMW;3;320d Standart ;2004;1;0;191.000;6;150;1995;sedan;63.000
